Id,Label,Type,Occurrences Count,ID (type 1),Time Interval,Investments
company_fa56ccce19875da6669ca3f96eee4d19,Ã¤rtzeversorgung westfalen lippe (Ã¤vwl),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 62]>","<[2008.0, 2009.0]>",
industry_05e7d19a6d002118deef70d21ff4226e,energy,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 47]>","<[2002.0, 2003.0, n/a); [2003.0, 2004.0, n/a]; [2006.0, 2007.0, n/a]; [2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a]>","<[2002.0, 2003.0]; [2003.0, 2004.0]; [2006.0, 2007.0]; [2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]>",
industry_57336afd1f4b40dfd9f5731e35302fe5,finance,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 406]>","<[2002.0, 2003.0, n/a); [2003.0, 2004.0, n/a); [2004.0, 2005.0, n/a); [2005.0, 2006.0, n/a); [2006.0, 2007.0, n/a); [2007.0, 2008.0, n/a); [2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a); [2011.0, 2012.0, n/a]>","<[2002.0, 2003.0]; [2003.0, 2004.0]; [2004.0, 2005.0]; [2005.0, 2006.0]; [2006.0, 2007.0]; [2007.0, 2008.0]; [2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]; [2011.0, 2012.0]>",
industry_62506be34d574da4a0d158a67253ea99,food,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 30]>","<[2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a]>","<[2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]>",
industry_555bf8344ca0caf09b42f55e185526d8,health,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 33]>","<[2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a]>","<[2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]>",
industry_8d31d9aa2193cbd93731d668fe8caadc,manufacturing,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 73]>","<[2003.0, 2004.0, n/a]; [2007.0, 2008.0, n/a); [2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a]>","<[2003.0, 2004.0]; [2007.0, 2008.0]; [2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]>",
industry_62933a2951ef01f4eafd9bdf4d3cd2f0,media,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 24]>","<[2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a]>","<[2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]>",
industry_3338b93611000c12bea41bcd7e9ad8c1,retail,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 55]>","<[2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a); [2011.0, 2012.0, n/a]>","<[2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]; [2011.0, 2012.0]>",
industry_d9f9133fb120cd6096870bc2b496805b,tech,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 64]>","<[2002.0, 2003.0, n/a]; [2004.0, 2005.0, n/a); [2005.0, 2006.0, n/a); [2006.0, 2007.0, n/a); [2007.0, 2008.0, n/a); [2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a); [2011.0, 2012.0, n/a]>","<[2002.0, 2003.0]; [2004.0, 2005.0]; [2005.0, 2006.0]; [2006.0, 2007.0]; [2007.0, 2008.0]; [2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]; [2011.0, 2012.0]>",
industry_69266c67e75c946ef9b4144b0554326d,travel,"<[-Infinity, Infinity, Industry]>","<[-Infinity, Infinity, 18]>","<[2006.0, 2007.0, n/a); [2007.0, 2008.0, n/a); [2008.0, 2009.0, n/a); [2009.0, 2010.0, n/a); [2010.0, 2011.0, n/a]>","<[2006.0, 2007.0]; [2007.0, 2008.0]; [2008.0, 2009.0]; [2009.0, 2010.0]; [2010.0, 2011.0]>",
